scenario_id,scenario_name,game_id,game_name,outcome_metric,parameter,correlation,abs_correlation,direction,rank_within_game
S1,Capitation reweighting only,G9,Telehealth/local-supply game,system_welfare,telehealth_integration,0.7633,0.7633,positive,1.0
S1,Capitation reweighting only,G9,Telehealth/local-supply game,system_welfare,local_inperson_loading,0.4971,0.4971,positive,2.0
S1,Capitation reweighting only,G9,Telehealth/local-supply game,system_welfare,marginal_contact_benefit,0.3318,0.3318,positive,3.0
S1,Capitation reweighting only,G9,Telehealth/local-supply game,system_welfare,data_observability,0.1912,0.1912,positive,4.0
S1,Capitation reweighting only,G9,Telehealth/local-supply game,system_welfare,gaming_controls,0.1268,0.1268,positive,5.0
S2,Primary Care Benefits Schedule,G1,Hospital-salience budget game,system_welfare,marginal_contact_benefit,0.6046,0.6046,positive,1.0
S2,Primary Care Benefits Schedule,G1,Hospital-salience budget game,system_welfare,primary_kpi_salience,0.4766,0.4766,positive,2.0
S2,Primary Care Benefits Schedule,G1,Hospital-salience budget game,system_welfare,data_observability,0.3188,0.3188,positive,3.0
S2,Primary Care Benefits Schedule,G1,Hospital-salience budget game,system_welfare,equity_program_strength,0.2851,0.2851,positive,4.0
S2,Primary Care Benefits Schedule,G1,Hospital-salience budget game,system_welfare,ambulance_kpi_salience,0.2782,0.2782,positive,5.0
S2,Primary Care Benefits Schedule,G10,Co-payment calibration game,system_welfare,copayment_protections,0.694,0.694,positive,1.0
S2,Primary Care Benefits Schedule,G10,Co-payment calibration game,system_welfare,copayment_level,-0.4354,0.4354,negative,2.0
S2,Primary Care Benefits Schedule,G10,Co-payment calibration game,system_welfare,marginal_contact_benefit,0.4146,0.4146,positive,3.0
S2,Primary Care Benefits Schedule,G10,Co-payment calibration game,system_welfare,gaming_controls,0.2798,0.2798,positive,4.0
S2,Primary Care Benefits Schedule,G10,Co-payment calibration game,system_welfare,equity_program_strength,0.2083,0.2083,positive,5.0
S2,Primary Care Benefits Schedule,G11,KPI salience game,system_welfare,primary_kpi_salience,0.588,0.588,positive,1.0
S2,Primary Care Benefits Schedule,G11,KPI salience game,system_welfare,marginal_contact_benefit,0.5593,0.5593,positive,2.0
S2,Primary Care Benefits Schedule,G11,KPI salience game,system_welfare,ambulance_kpi_salience,0.3743,0.3743,positive,3.0
S2,Primary Care Benefits Schedule,G11,KPI salience game,system_welfare,gaming_controls,0.3443,0.3443,positive,4.0
S2,Primary Care Benefits Schedule,G11,KPI salience game,system_welfare,equity_program_strength,0.2418,0.2418,positive,5.0
S2,Primary Care Benefits Schedule,G12,Equity and trust game,system_welfare,equity_program_strength,0.6594,0.6594,positive,1.0
S2,Primary Care Benefits Schedule,G12,Equity and trust game,system_welfare,marginal_contact_benefit,0.5739,0.5739,positive,2.0
S2,Primary Care Benefits Schedule,G12,Equity and trust game,system_welfare,stakeholder_alignment,0.405,0.405,positive,3.0
S2,Primary Care Benefits Schedule,G12,Equity and trust game,system_welfare,copayment_protections,0.2561,0.2561,positive,4.0
S2,Primary Care Benefits Schedule,G12,Equity and trust game,system_welfare,data_observability,0.1484,0.1484,positive,5.0
S2,Primary Care Benefits Schedule,G13,Political economy game,system_welfare,narrative_coherence,0.5363,0.5363,positive,1.0
S2,Primary Care Benefits Schedule,G13,Political economy game,system_welfare,stakeholder_alignment,0.5251,0.5251,positive,2.0
S2,Primary Care Benefits Schedule,G13,Political economy game,system_welfare,marginal_contact_benefit,0.4536,0.4536,positive,3.0
S2,Primary Care Benefits Schedule,G13,Political economy game,system_welfare,equity_program_strength,0.3125,0.3125,positive,4.0
S2,Primary Care Benefits Schedule,G13,Political economy game,system_welfare,gaming_controls,0.2707,0.2707,positive,5.0
S2,Primary Care Benefits Schedule,G14,Data observability game,system_welfare,data_observability,0.8928,0.8928,positive,1.0
S2,Primary Care Benefits Schedule,G14,Data observability game,system_welfare,marginal_contact_benefit,0.345,0.345,positive,2.0
S2,Primary Care Benefits Schedule,G14,Data observability game,system_welfare,primary_kpi_salience,0.1465,0.1465,positive,3.0
S2,Primary Care Benefits Schedule,G14,Data observability game,system_welfare,equity_program_strength,0.1343,0.1343,positive,4.0
S2,Primary Care Benefits Schedule,G14,Data observability game,system_welfare,gaming_controls,0.1076,0.1076,positive,5.0
S2,Primary Care Benefits Schedule,G2,Health NZ internal allocation game,system_welfare,marginal_contact_benefit,0.6268,0.6268,positive,1.0
S2,Primary Care Benefits Schedule,G2,Health NZ internal allocation game,system_welfare,data_observability,0.4747,0.4747,positive,2.0
S2,Primary Care Benefits Schedule,G2,Health NZ internal allocation game,system_welfare,equity_program_strength,0.3459,0.3459,positive,3.0
S2,Primary Care Benefits Schedule,G2,Health NZ internal allocation game,system_welfare,primary_kpi_salience,0.2913,0.2913,positive,4.0
S2,Primary Care Benefits Schedule,G2,Health NZ internal allocation game,system_welfare,ambulance_kpi_salience,0.2574,0.2574,positive,5.0
S2,Primary Care Benefits Schedule,G3,Capitation marginal-supply game,system_welfare,marginal_contact_benefit,0.8214,0.8214,positive,1.0
S2,Primary Care Benefits Schedule,G3,Capitation marginal-supply game,system_welfare,copayment_level,0.3099,0.3099,positive,2.0
S2,Primary Care Benefits Schedule,G3,Capitation marginal-supply game,system_welfare,capitation_weighting,0.301,0.301,positive,3.0
S2,Primary Care Benefits Schedule,G3,Capitation marginal-supply game,system_welfare,pho_transaction_cost,-0.1803,0.1803,negative,4.0
S2,Primary Care Benefits Schedule,G3,Capitation marginal-supply game,system_welfare,budget_tightness,-0.1273,0.1273,negative,5.0
S2,Primary Care Benefits Schedule,G4,Consumer access pathway game,system_welfare,copayment_level,-0.6797,0.6797,negative,1.0
S2,Primary Care Benefits Schedule,G4,Consumer access pathway game,system_welfare,copayment_protections,0.4142,0.4142,positive,2.0
S2,Primary Care Benefits Schedule,G4,Consumer access pathway game,system_welfare,marginal_contact_benefit,0.3693,0.3693,positive,3.0
S2,Primary Care Benefits Schedule,G4,Consumer access pathway game,system_welfare,telehealth_integration,0.2175,0.2175,positive,4.0
S2,Primary Care Benefits Schedule,G4,Consumer access pathway game,system_welfare,gaming_controls,0.2132,0.2132,positive,5.0
S2,Primary Care Benefits Schedule,G5,PHO intermediation game,system_welfare,direct_claiming,0.6906,0.6906,positive,1.0
S2,Primary Care Benefits Schedule,G5,PHO intermediation game,system_welfare,pho_transaction_cost,-0.4183,0.4183,negative,2.0
S2,Primary Care Benefits Schedule,G5,PHO intermediation game,system_welfare,marginal_contact_benefit,0.4139,0.4139,positive,3.0
S2,Primary Care Benefits Schedule,G5,PHO intermediation game,system_welfare,equity_program_strength,0.3195,0.3195,positive,4.0
S2,Primary Care Benefits Schedule,G5,PHO intermediation game,system_welfare,data_observability,0.2674,0.2674,positive,5.0
S2,Primary Care Benefits Schedule,G6,ACC/Health NZ cross-funder game,system_welfare,acc_constraint,-0.6525,0.6525,negative,1.0
S2,Primary Care Benefits Schedule,G6,ACC/Health NZ cross-funder game,system_welfare,marginal_contact_benefit,0.4593,0.4593,positive,2.0
S2,Primary Care Benefits Schedule,G6,ACC/Health NZ cross-funder game,system_welfare,data_observability,0.421,0.421,positive,3.0
S2,Primary Care Benefits Schedule,G6,ACC/Health NZ cross-funder game,system_welfare,acc_activity_funding,0.335,0.335,positive,4.0
S2,Primary Care Benefits Schedule,G6,ACC/Health NZ cross-funder game,system_welfare,equity_program_strength,0.215,0.215,positive,5.0
S2,Primary Care Benefits Schedule,G7,Ambulance conveyance game,system_welfare,ambulance_alternative_funding,0.7931,0.7931,positive,1.0
S2,Primary Care Benefits Schedule,G7,Ambulance conveyance game,system_welfare,safety_governance,0.4146,0.4146,positive,2.0
S2,Primary Care Benefits Schedule,G7,Ambulance conveyance game,system_welfare,data_observability,0.2693,0.2693,positive,3.0
S2,Primary Care Benefits Schedule,G7,Ambulance conveyance game,system_welfare,ambulance_kpi_salience,0.2427,0.2427,positive,4.0
S2,Primary Care Benefits Schedule,G7,Ambulance conveyance game,system_welfare,primary_kpi_salience,0.1824,0.1824,positive,5.0
S2,Primary Care Benefits Schedule,G8,Scope-of-practice supply game,system_welfare,scope_flexibility,0.667,0.667,positive,1.0
S2,Primary Care Benefits Schedule,G8,Scope-of-practice supply game,system_welfare,safety_governance,0.5917,0.5917,positive,2.0
S2,Primary Care Benefits Schedule,G8,Scope-of-practice supply game,system_welfare,marginal_contact_benefit,0.3633,0.3633,positive,3.0
S2,Primary Care Benefits Schedule,G8,Scope-of-practice supply game,system_welfare,gaming_controls,0.1583,0.1583,positive,4.0
S2,Primary Care Benefits Schedule,G8,Scope-of-practice supply game,system_welfare,equity_program_strength,0.1313,0.1313,positive,5.0
S2,Primary Care Benefits Schedule,G9,Telehealth/local-supply game,system_welfare,telehealth_integration,0.7744,0.7744,positive,1.0
S2,Primary Care Benefits Schedule,G9,Telehealth/local-supply game,system_welfare,local_inperson_loading,0.474,0.474,positive,2.0
S2,Primary Care Benefits Schedule,G9,Telehealth/local-supply game,system_welfare,marginal_contact_benefit,0.2893,0.2893,positive,3.0
S2,Primary Care Benefits Schedule,G9,Telehealth/local-supply game,system_welfare,equity_program_strength,0.1648,0.1648,positive,4.0
S2,Primary Care Benefits Schedule,G9,Telehealth/local-supply game,system_welfare,gaming_controls,0.1626,0.1626,positive,5.0
S3,Full upstream access architecture,G1,Hospital-salience budget game,system_welfare,marginal_contact_benefit,0.5755,0.5755,positive,1.0
S3,Full upstream access architecture,G1,Hospital-salience budget game,system_welfare,primary_kpi_salience,0.4987,0.4987,positive,2.0
S3,Full upstream access architecture,G1,Hospital-salience budget game,system_welfare,data_observability,0.332,0.332,positive,3.0
S3,Full upstream access architecture,G1,Hospital-salience budget game,system_welfare,equity_program_strength,0.3056,0.3056,positive,4.0
S3,Full upstream access architecture,G1,Hospital-salience budget game,system_welfare,gaming_controls,0.2711,0.2711,positive,5.0
S3,Full upstream access architecture,G10,Co-payment calibration game,system_welfare,copayment_protections,0.6486,0.6486,positive,1.0
S3,Full upstream access architecture,G10,Co-payment calibration game,system_welfare,marginal_contact_benefit,0.5294,0.5294,positive,2.0
S3,Full upstream access architecture,G10,Co-payment calibration game,system_welfare,gaming_controls,0.377,0.377,positive,3.0
S3,Full upstream access architecture,G10,Co-payment calibration game,system_welfare,equity_program_strength,0.2835,0.2835,positive,4.0
S3,Full upstream access architecture,G10,Co-payment calibration game,system_welfare,copayment_level,-0.1208,0.1208,negative,5.0
S3,Full upstream access architecture,G11,KPI salience game,system_welfare,primary_kpi_salience,0.6275,0.6275,positive,1.0
S3,Full upstream access architecture,G11,KPI salience game,system_welfare,marginal_contact_benefit,0.4427,0.4427,positive,2.0
S3,Full upstream access architecture,G11,KPI salience game,system_welfare,gaming_controls,0.396,0.396,positive,3.0
S3,Full upstream access architecture,G11,KPI salience game,system_welfare,ambulance_kpi_salience,0.3643,0.3643,positive,4.0
S3,Full upstream access architecture,G11,KPI salience game,system_welfare,equity_program_strength,0.2627,0.2627,positive,5.0
S3,Full upstream access architecture,G12,Equity and trust game,system_welfare,marginal_contact_benefit,0.6338,0.6338,positive,1.0
S3,Full upstream access architecture,G12,Equity and trust game,system_welfare,equity_program_strength,0.583,0.583,positive,2.0
S3,Full upstream access architecture,G12,Equity and trust game,system_welfare,stakeholder_alignment,0.3871,0.3871,positive,3.0
S3,Full upstream access architecture,G12,Equity and trust game,system_welfare,copayment_protections,0.216,0.216,positive,4.0
S3,Full upstream access architecture,G12,Equity and trust game,system_welfare,scope_flexibility,0.1915,0.1915,positive,5.0
S3,Full upstream access architecture,G13,Political economy game,system_welfare,narrative_coherence,0.5714,0.5714,positive,1.0
S3,Full upstream access architecture,G13,Political economy game,system_welfare,stakeholder_alignment,0.5179,0.5179,positive,2.0
S3,Full upstream access architecture,G13,Political economy game,system_welfare,marginal_contact_benefit,0.4582,0.4582,positive,3.0
S3,Full upstream access architecture,G13,Political economy game,system_welfare,equity_program_strength,0.3314,0.3314,positive,4.0
S3,Full upstream access architecture,G13,Political economy game,system_welfare,data_observability,0.2524,0.2524,positive,5.0
S3,Full upstream access architecture,G14,Data observability game,system_welfare,data_observability,0.9076,0.9076,positive,1.0
S3,Full upstream access architecture,G14,Data observability game,system_welfare,marginal_contact_benefit,0.2533,0.2533,positive,2.0
S3,Full upstream access architecture,G14,Data observability game,system_welfare,primary_kpi_salience,0.2097,0.2097,positive,3.0
