scenario_id,scenario_name,game_id,game_name,outcome_metric,parameter,correlation,abs_correlation,direction,rank_within_game
S3,Full upstream access architecture,G12,Equity and trust game,hospital_pressure,marginal_contact_benefit,-0.8338,0.8338,negative,1.0
S3,Full upstream access architecture,G12,Equity and trust game,hospital_pressure,equity_program_strength,-0.4451,0.4451,negative,2.0
S3,Full upstream access architecture,G12,Equity and trust game,hospital_pressure,stakeholder_alignment,-0.2892,0.2892,negative,3.0
S3,Full upstream access architecture,G12,Equity and trust game,hospital_pressure,copayment_protections,-0.1443,0.1443,negative,4.0
S3,Full upstream access architecture,G12,Equity and trust game,hospital_pressure,local_inperson_loading,-0.0714,0.0714,negative,5.0
S3,Full upstream access architecture,G13,Political economy game,hospital_pressure,narrative_coherence,-0.6733,0.6733,negative,1.0
S3,Full upstream access architecture,G13,Political economy game,hospital_pressure,stakeholder_alignment,-0.6257,0.6257,negative,2.0
S3,Full upstream access architecture,G13,Political economy game,hospital_pressure,marginal_contact_benefit,-0.3418,0.3418,negative,3.0
S3,Full upstream access architecture,G13,Political economy game,hospital_pressure,data_observability,-0.1403,0.1403,negative,4.0
S3,Full upstream access architecture,G13,Political economy game,hospital_pressure,equity_program_strength,-0.1303,0.1303,negative,5.0
S3,Full upstream access architecture,G14,Data observability game,hospital_pressure,data_observability,-0.9473,0.9473,negative,1.0
S3,Full upstream access architecture,G14,Data observability game,hospital_pressure,primary_kpi_salience,-0.1994,0.1994,negative,2.0
S3,Full upstream access architecture,G14,Data observability game,hospital_pressure,marginal_contact_benefit,-0.1982,0.1982,negative,3.0
S3,Full upstream access architecture,G14,Data observability game,hospital_pressure,narrative_coherence,-0.1176,0.1176,negative,4.0
S3,Full upstream access architecture,G14,Data observability game,hospital_pressure,ambulance_kpi_salience,-0.1092,0.1092,negative,5.0
S3,Full upstream access architecture,G2,Health NZ internal allocation game,hospital_pressure,marginal_contact_benefit,-0.6665,0.6665,negative,1.0
S3,Full upstream access architecture,G2,Health NZ internal allocation game,hospital_pressure,primary_kpi_salience,-0.4217,0.4217,negative,2.0
S3,Full upstream access architecture,G2,Health NZ internal allocation game,hospital_pressure,ambulance_alternative_funding,-0.3705,0.3705,negative,3.0
S3,Full upstream access architecture,G2,Health NZ internal allocation game,hospital_pressure,hospital_political_penalty,0.2883,0.2883,positive,4.0
S3,Full upstream access architecture,G2,Health NZ internal allocation game,hospital_pressure,data_observability,-0.2852,0.2852,negative,5.0
S3,Full upstream access architecture,G3,Capitation marginal-supply game,hospital_pressure,marginal_contact_benefit,-0.8626,0.8626,negative,1.0
S3,Full upstream access architecture,G3,Capitation marginal-supply game,hospital_pressure,copayment_level,-0.2898,0.2898,negative,2.0
S3,Full upstream access architecture,G3,Capitation marginal-supply game,hospital_pressure,ambulance_alternative_funding,-0.1896,0.1896,negative,3.0
S3,Full upstream access architecture,G3,Capitation marginal-supply game,hospital_pressure,capitation_weighting,-0.1854,0.1854,negative,4.0
S3,Full upstream access architecture,G3,Capitation marginal-supply game,hospital_pressure,pho_transaction_cost,0.1235,0.1235,positive,5.0
S3,Full upstream access architecture,G4,Consumer access pathway game,hospital_pressure,copayment_level,0.6936,0.6936,positive,1.0
S3,Full upstream access architecture,G4,Consumer access pathway game,hospital_pressure,copayment_protections,-0.4173,0.4173,negative,2.0
S3,Full upstream access architecture,G4,Consumer access pathway game,hospital_pressure,marginal_contact_benefit,-0.4149,0.4149,negative,3.0
S3,Full upstream access architecture,G4,Consumer access pathway game,hospital_pressure,scope_flexibility,-0.2719,0.2719,negative,4.0
S3,Full upstream access architecture,G4,Consumer access pathway game,hospital_pressure,telehealth_integration,-0.187,0.187,negative,5.0
S3,Full upstream access architecture,G5,PHO intermediation game,hospital_pressure,direct_claiming,-0.8821,0.8821,negative,1.0
S3,Full upstream access architecture,G5,PHO intermediation game,hospital_pressure,pho_transaction_cost,0.3387,0.3387,positive,2.0
S3,Full upstream access architecture,G5,PHO intermediation game,hospital_pressure,marginal_contact_benefit,-0.2453,0.2453,negative,3.0
S3,Full upstream access architecture,G5,PHO intermediation game,hospital_pressure,equity_program_strength,-0.1994,0.1994,negative,4.0
S3,Full upstream access architecture,G5,PHO intermediation game,hospital_pressure,safety_governance,-0.0629,0.0629,negative,5.0
S3,Full upstream access architecture,G6,ACC/Health NZ cross-funder game,hospital_pressure,acc_constraint,0.5984,0.5984,positive,1.0
S3,Full upstream access architecture,G6,ACC/Health NZ cross-funder game,hospital_pressure,marginal_contact_benefit,-0.5391,0.5391,negative,2.0
S3,Full upstream access architecture,G6,ACC/Health NZ cross-funder game,hospital_pressure,acc_activity_funding,-0.4327,0.4327,negative,3.0
S3,Full upstream access architecture,G6,ACC/Health NZ cross-funder game,hospital_pressure,ambulance_alternative_funding,-0.2717,0.2717,negative,4.0
S3,Full upstream access architecture,G6,ACC/Health NZ cross-funder game,hospital_pressure,data_observability,-0.219,0.219,negative,5.0
S3,Full upstream access architecture,G7,Ambulance conveyance game,hospital_pressure,ambulance_alternative_funding,-0.9026,0.9026,negative,1.0
S3,Full upstream access architecture,G7,Ambulance conveyance game,hospital_pressure,safety_governance,-0.3739,0.3739,negative,2.0
S3,Full upstream access architecture,G7,Ambulance conveyance game,hospital_pressure,ambulance_kpi_salience,-0.245,0.245,negative,3.0
S3,Full upstream access architecture,G7,Ambulance conveyance game,hospital_pressure,data_observability,-0.1342,0.1342,negative,4.0
S3,Full upstream access architecture,G7,Ambulance conveyance game,hospital_pressure,narrative_coherence,0.0699,0.0699,positive,5.0
S3,Full upstream access architecture,G8,Scope-of-practice supply game,hospital_pressure,scope_flexibility,-0.7574,0.7574,negative,1.0
S3,Full upstream access architecture,G8,Scope-of-practice supply game,hospital_pressure,safety_governance,-0.6044,0.6044,negative,2.0
S3,Full upstream access architecture,G8,Scope-of-practice supply game,hospital_pressure,marginal_contact_benefit,-0.2941,0.2941,negative,3.0
S3,Full upstream access architecture,G8,Scope-of-practice supply game,hospital_pressure,ambulance_kpi_salience,-0.0766,0.0766,negative,4.0
S3,Full upstream access architecture,G8,Scope-of-practice supply game,hospital_pressure,acc_activity_funding,-0.0698,0.0698,negative,5.0
S3,Full upstream access architecture,G9,Telehealth/local-supply game,hospital_pressure,telehealth_integration,-0.7314,0.7314,negative,1.0
S3,Full upstream access architecture,G9,Telehealth/local-supply game,hospital_pressure,local_inperson_loading,-0.4173,0.4173,negative,2.0
S3,Full upstream access architecture,G9,Telehealth/local-supply game,hospital_pressure,marginal_contact_benefit,-0.4111,0.4111,negative,3.0
S3,Full upstream access architecture,G9,Telehealth/local-supply game,hospital_pressure,data_observability,-0.2394,0.2394,negative,4.0
S3,Full upstream access architecture,G9,Telehealth/local-supply game,hospital_pressure,telehealth_scale,-0.2206,0.2206,negative,5.0
S4,"Loose benefits, weak controls",G1,Hospital-salience budget game,hospital_pressure,hospital_political_penalty,0.6337,0.6337,positive,1.0
S4,"Loose benefits, weak controls",G1,Hospital-salience budget game,hospital_pressure,marginal_contact_benefit,-0.5465,0.5465,negative,2.0
S4,"Loose benefits, weak controls",G1,Hospital-salience budget game,hospital_pressure,primary_kpi_salience,-0.3647,0.3647,negative,3.0
S4,"Loose benefits, weak controls",G1,Hospital-salience budget game,hospital_pressure,data_observability,-0.238,0.238,negative,4.0
S4,"Loose benefits, weak controls",G1,Hospital-salience budget game,hospital_pressure,ambulance_kpi_salience,-0.1867,0.1867,negative,5.0
S4,"Loose benefits, weak controls",G10,Co-payment calibration game,hospital_pressure,copayment_level,0.7722,0.7722,positive,1.0
S4,"Loose benefits, weak controls",G10,Co-payment calibration game,hospital_pressure,copayment_protections,-0.5455,0.5455,negative,2.0
S4,"Loose benefits, weak controls",G10,Co-payment calibration game,hospital_pressure,marginal_contact_benefit,-0.2675,0.2675,negative,3.0
S4,"Loose benefits, weak controls",G10,Co-payment calibration game,hospital_pressure,gaming_controls,-0.0727,0.0727,negative,4.0
S4,"Loose benefits, weak controls",G10,Co-payment calibration game,hospital_pressure,ambulance_alternative_funding,0.0522,0.0522,positive,5.0
S4,"Loose benefits, weak controls",G11,KPI salience game,hospital_pressure,primary_kpi_salience,-0.6376,0.6376,negative,1.0
S4,"Loose benefits, weak controls",G11,KPI salience game,hospital_pressure,marginal_contact_benefit,-0.546,0.546,negative,2.0
S4,"Loose benefits, weak controls",G11,KPI salience game,hospital_pressure,ambulance_kpi_salience,-0.4083,0.4083,negative,3.0
S4,"Loose benefits, weak controls",G11,KPI salience game,hospital_pressure,gaming_controls,-0.2635,0.2635,negative,4.0
S4,"Loose benefits, weak controls",G11,KPI salience game,hospital_pressure,data_observability,-0.1593,0.1593,negative,5.0
S4,"Loose benefits, weak controls",G12,Equity and trust game,hospital_pressure,marginal_contact_benefit,-0.6302,0.6302,negative,1.0
S4,"Loose benefits, weak controls",G12,Equity and trust game,hospital_pressure,equity_program_strength,-0.581,0.581,negative,2.0
S4,"Loose benefits, weak controls",G12,Equity and trust game,hospital_pressure,stakeholder_alignment,-0.3221,0.3221,negative,3.0
S4,"Loose benefits, weak controls",G12,Equity and trust game,hospital_pressure,copayment_protections,-0.2621,0.2621,negative,4.0
S4,"Loose benefits, weak controls",G12,Equity and trust game,hospital_pressure,local_inperson_loading,-0.1262,0.1262,negative,5.0
S4,"Loose benefits, weak controls",G13,Political economy game,hospital_pressure,narrative_coherence,-0.7062,0.7062,negative,1.0
S4,"Loose benefits, weak controls",G13,Political economy game,hospital_pressure,stakeholder_alignment,-0.6258,0.6258,negative,2.0
S4,"Loose benefits, weak controls",G13,Political economy game,hospital_pressure,direct_claiming,0.3138,0.3138,positive,3.0
S4,"Loose benefits, weak controls",G13,Political economy game,hospital_pressure,data_observability,-0.0907,0.0907,negative,4.0
S4,"Loose benefits, weak controls",G13,Political economy game,hospital_pressure,equity_program_strength,-0.0613,0.0613,negative,5.0
S4,"Loose benefits, weak controls",G14,Data observability game,hospital_pressure,data_observability,-0.9735,0.9735,negative,1.0
S4,"Loose benefits, weak controls",G14,Data observability game,hospital_pressure,primary_kpi_salience,-0.1058,0.1058,negative,2.0
S4,"Loose benefits, weak controls",G14,Data observability game,hospital_pressure,marginal_contact_benefit,-0.1023,0.1023,negative,3.0
S4,"Loose benefits, weak controls",G14,Data observability game,hospital_pressure,scope_flexibility,0.0483,0.0483,positive,4.0
S4,"Loose benefits, weak controls",G14,Data observability game,hospital_pressure,acc_activity_funding,0.0478,0.0478,positive,5.0
S4,"Loose benefits, weak controls",G2,Health NZ internal allocation game,hospital_pressure,marginal_contact_benefit,-0.6147,0.6147,negative,1.0
S4,"Loose benefits, weak controls",G2,Health NZ internal allocation game,hospital_pressure,primary_kpi_salience,-0.4138,0.4138,negative,2.0
S4,"Loose benefits, weak controls",G2,Health NZ internal allocation game,hospital_pressure,ambulance_alternative_funding,-0.3739,0.3739,negative,3.0
S4,"Loose benefits, weak controls",G2,Health NZ internal allocation game,hospital_pressure,data_observability,-0.305,0.305,negative,4.0
S4,"Loose benefits, weak controls",G2,Health NZ internal allocation game,hospital_pressure,ambulance_kpi_salience,-0.285,0.285,negative,5.0
S4,"Loose benefits, weak controls",G3,Capitation marginal-supply game,hospital_pressure,marginal_contact_benefit,-0.7729,0.7729,negative,1.0
S4,"Loose benefits, weak controls",G3,Capitation marginal-supply game,hospital_pressure,ambulance_alternative_funding,-0.3951,0.3951,negative,2.0
S4,"Loose benefits, weak controls",G3,Capitation marginal-supply game,hospital_pressure,copayment_level,-0.362,0.362,negative,3.0
S4,"Loose benefits, weak controls",G3,Capitation marginal-supply game,hospital_pressure,capitation_weighting,-0.1892,0.1892,negative,4.0
S4,"Loose benefits, weak controls",G3,Capitation marginal-supply game,hospital_pressure,pho_transaction_cost,0.1248,0.1248,positive,5.0
S4,"Loose benefits, weak controls",G4,Consumer access pathway game,hospital_pressure,copayment_level,0.7753,0.7753,positive,1.0
S4,"Loose benefits, weak controls",G4,Consumer access pathway game,hospital_pressure,copayment_protections,-0.5039,0.5039,negative,2.0
S4,"Loose benefits, weak controls",G4,Consumer access pathway game,hospital_pressure,marginal_contact_benefit,-0.1862,0.1862,negative,3.0
S4,"Loose benefits, weak controls",G4,Consumer access pathway game,hospital_pressure,local_inperson_loading,-0.1479,0.1479,negative,4.0
S4,"Loose benefits, weak controls",G4,Consumer access pathway game,hospital_pressure,scope_flexibility,-0.1422,0.1422,negative,5.0
S4,"Loose benefits, weak controls",G5,PHO intermediation game,hospital_pressure,direct_claiming,-0.8758,0.8758,negative,1.0
S4,"Loose benefits, weak controls",G5,PHO intermediation game,hospital_pressure,pho_transaction_cost,0.4058,0.4058,positive,2.0
S4,"Loose benefits, weak controls",G5,PHO intermediation game,hospital_pressure,marginal_contact_benefit,-0.2934,0.2934,negative,3.0
S4,"Loose benefits, weak controls",G5,PHO intermediation game,hospital_pressure,equity_program_strength,-0.1861,0.1861,negative,4.0
S4,"Loose benefits, weak controls",G5,PHO intermediation game,hospital_pressure,data_observability,-0.0903,0.0903,negative,5.0
S4,"Loose benefits, weak controls",G6,ACC/Health NZ cross-funder game,hospital_pressure,acc_constraint,0.6358,0.6358,positive,1.0
S4,"Loose benefits, weak controls",G6,ACC/Health NZ cross-funder game,hospital_pressure,acc_activity_funding,-0.4503,0.4503,negative,2.0
S4,"Loose benefits, weak controls",G6,ACC/Health NZ cross-funder game,hospital_pressure,marginal_contact_benefit,-0.4248,0.4248,negative,3.0
S4,"Loose benefits, weak controls",G6,ACC/Health NZ cross-funder game,hospital_pressure,ambulance_alternative_funding,-0.3041,0.3041,negative,4.0
S4,"Loose benefits, weak controls",G6,ACC/Health NZ cross-funder game,hospital_pressure,direct_claiming,-0.2191,0.2191,negative,5.0
S4,"Loose benefits, weak controls",G7,Ambulance conveyance game,hospital_pressure,ambulance_alternative_funding,-0.801,0.801,negative,1.0
S4,"Loose benefits, weak controls",G7,Ambulance conveyance game,hospital_pressure,safety_governance,-0.4326,0.4326,negative,2.0
S4,"Loose benefits, weak controls",G7,Ambulance conveyance game,hospital_pressure,ambulance_kpi_salience,-0.2801,0.2801,negative,3.0
S4,"Loose benefits, weak controls",G7,Ambulance conveyance game,hospital_pressure,data_observability,-0.2464,0.2464,negative,4.0
S4,"Loose benefits, weak controls",G7,Ambulance conveyance game,hospital_pressure,telehealth_integration,0.0769,0.0769,positive,5.0
S4,"Loose benefits, weak controls",G8,Scope-of-practice supply game,hospital_pressure,safety_governance,-0.8936,0.8936,negative,1.0
S4,"Loose benefits, weak controls",G8,Scope-of-practice supply game,hospital_pressure,scope_flexibility,-0.3492,0.3492,negative,2.0
S4,"Loose benefits, weak controls",G8,Scope-of-practice supply game,hospital_pressure,marginal_contact_benefit,-0.2451,0.2451,negative,3.0
S4,"Loose benefits, weak controls",G8,Scope-of-practice supply game,hospital_pressure,budget_tightness,-0.0725,0.0725,negative,4.0
S4,"Loose benefits, weak controls",G8,Scope-of-practice supply game,hospital_pressure,hospital_political_penalty,0.0611,0.0611,positive,5.0
S4,"Loose benefits, weak controls",G9,Telehealth/local-supply game,hospital_pressure,telehealth_integration,-0.8141,0.8141,negative,1.0
S4,"Loose benefits, weak controls",G9,Telehealth/local-supply game,hospital_pressure,local_inperson_loading,-0.3636,0.3636,negative,2.0
S4,"Loose benefits, weak controls",G9,Telehealth/local-supply game,hospital_pressure,data_observability,-0.2958,0.2958,negative,3.0
S4,"Loose benefits, weak controls",G9,Telehealth/local-supply game,hospital_pressure,marginal_contact_benefit,-0.2135,0.2135,negative,4.0
S4,"Loose benefits, weak controls",G9,Telehealth/local-supply game,hospital_pressure,telehealth_scale,0.1649,0.1649,positive,5.0
